country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
"Türkiye, Republic of","Other social contributions, Transactions",2013.0,0.2094464929301377,,,,,,,,,,,,
India,"Taxes on financial and capital transactions, Transactions",2013.0,0.0012017604455237,,,,,,,,,,,,
India,"Capital grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Recurrent taxes on net wealth, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable, International Organizations, Transactions",2013.0,0.0100665738451258,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes on international trade and transactions, Transactions",2013.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Current grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable from foreign governments: current grants, Transactio",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Transactions",2013.0,0.1429230295918787,,,,,,,,,,,,
India,"General taxes on goods and services, Transactions",2013.0,0.0195041269343892,,,,,,,,,,,,
"Türkiye, Republic of","Revenue, Transactions",2013.0,21.81948652543936,,,,,,,,,,,,
India,"Taxes on international trade and transactions, Transactions",2013.0,1.667402559482691,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on property, Transactions",2013.0,0.0191340228466029,,,,,,,,,,,,
"Türkiye, Republic of","Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2013.0,0.0191340228466029,,,,,,,,,,,,
India,"Capital grants receivable, Other general government, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Taxes on immovable property, Transactions",2013.0,3.560771690440752e-05,,,,,,,,,,,,
India,"Taxes, Transactions",2013.0,11.00162727266253,,,,,,,,,,,,
India,"Other revenue, Transactions",2013.0,1.583368347588289,,,,,,,,,,,,
India,"Grants receivable from foreign governments, Transactions",2013.0,0.0129612089532043,,,,,,,,,,,,
India,"Grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Current grants receivable, Other general government, Transactions",2013.0,0.5232687278048461,,,,,,,,,,,,
India,"Current grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2013.0,3.560162289961741,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes on goods and services, Transactions",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on income, profits, and capital gains, Transactions",2013.0,5.088686287753986,,,,,,,,,,,,
India,"Grants receivable, Transactions",2013.0,0.0129612089532043,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, payable by corporations a",2013.0,3.734537348934261,,,,,,,,,,,,
Brazil,"Taxes on financial and capital transactions, Transactions",2013.0,0.5469940662329773,,,,,,,,,,,,
Brazil,"General taxes on goods and services, Transactions",2013.0,5.88613267128784,,,,,,,,,,,,
Brazil,Other taxes on use of goods and on permission to use goods or perform ,2013.0,0.1134073957066325,,,,,,,,,,,,
India,"Other taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Other general governme",2013.0,1.123504163356875,,,,,,,,,,,,
India,"Other taxes on goods and services, Transactions",2013.0,1.670188863330461,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, payable by individuals, T",2013.0,2.144670593010917,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2013.0,0.0002982726224934,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, Transactions",2013.0,5.879207941945178,,,,,,,,,,,,
India,"Grants receivable from foreign governments: capital grants, Transactio",2013.0,0.0129612089532043,,,,,,,,,,,,
India,"Revenue, Transactions",2013.0,12.6219564303976,,,,,,,,,,,,
Russian Federation,"General taxes on goods and services, Transactions",2013.0,4.907399601464402,,,,,,,,,,,,
Russian Federation,Other taxes on use of goods and on permission to use goods or perform ,2013.0,0.0,,,,,,,,,,,,
Brazil,"Turnover and other general taxes on goods and services, Transactions",2013.0,4.529097159289327,,,,,,,,,,,,
Brazil,"Grants receivable, International Organizations, Transactions",2013.0,5.334956286261265e-05,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments, Transactions",2013.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Other social contributions: employer contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Current grants receivable, Other general government, Transactions",2013.0,0.1541397814347224,,,,,,,,,,,,
Russian Federation,"Other social contributions: imputed contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Other taxes on international trade and transactions, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Taxes on property, Transactions",2013.0,0.0084568327647967,,,,,,,,,,,,
India,"Grants receivable from foreign governments: current grants, Transactio",2013.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on financial and capital transactions, Transactions",2013.0,0.5229489115288675,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable, Transactions",2013.0,0.6283327847117043,,,,,,,,,,,,
Russian Federation,"Capital grants receivable, Other general government, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Tax, property, estate, inheritance, and gift taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Recurrent taxes on net wealth, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Transactions",2013.0,2.783197105201309,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments: current grants, Transactio",2013.0,0.0,,,,,,,,,,,,
Brazil,"Taxes, Transactions",2013.0,14.12530574302646,,,,,,,,,,,,
Brazil,"Taxes on immovable property, Transactions",2013.0,0.0143347128061851,,,,,,,,,,,,
Brazil,"Taxes on international trade and transactions, Transactions",2013.0,0.6935678231222073,,,,,,,,,,,,
Russian Federation,"Recurrent taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Tax, property, estate, inheritance, and gift taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments: capital grants, Transactio",2013.0,0.0,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Financial corporations",2013.0,1.659394669221932,,,,,,,,,,,,
Russian Federation,"Turnover and other general taxes on goods and services, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Recurrent taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Other taxes on income, profits, and capital gains, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Capital grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Taxes on payroll and workforce, Transactions",2013.0,0.3512133161715044,,,,,,,,,,,,
Brazil,"Taxes on exports, Transactions",2013.0,0.002740235685258,,,,,,,,,,,,
Brazil,"Grants receivable, Transactions",2013.0,0.0078315038210719,,,,,,,,,,,,
Russian Federation,"Taxes on exports, Transactions",2013.0,5.601782190185445,,,,,,,,,,,,
Russian Federation,"Tax, property, estate, inheritance, and gift taxes, Transactions",2013.0,0.000137013139053,,,,,,,,,,,,
Brazil,"Current grants receivable, Other general government, Transactions",2013.0,0.0066009423604724,,,,,,,,,,,,
Russian Federation,"Grants receivable, Transactions",2013.0,0.1541397814347224,,,,,,,,,,,,
Russian Federation,"Other social contributions: employer contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Grants receivable from foreign governments: current grants, Transactio",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes on international trade and transactions, Transactions",2013.0,0.0219221022484938,,,,,,,,,,,,
Brazil,"Capital grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Financial corporations",2013.0,,,,,,,,,,,,,
Russian Federation,"Sales taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Grants receivable from foreign governments: capital grants, Transactio",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes on goods and services, Transactions",2013.0,0.0194475657737359,,,,,,,,,,,,
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Other general governme",2013.0,,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, payable by individuals, T",2013.0,2.376029039250929,,,,,,,,,,,,
Russian Federation,"Motor vehicles taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Motor vehicles taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
India,"Current grants receivable, Other general government, Transactions",2013.0,0.0,,,,,,,,,,,,
Russian Federation,"Other social contributions: employee contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions: employer contributions, Transactions",2013.0,0.4453750342536854,,,,,,,,,,,,
Brazil,"Other taxes on international trade and transactions, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes, Transactions",2013.0,0.0108633202953924,,,,,,,,,,,,
Russian Federation,"Recurrent taxes on net wealth, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions: employee contributions, Transactions",2013.0,0.2513651696707886,,,,,,,,,,,,
Brazil,"Taxes on goods and services, Transactions",2013.0,6.288563471409904,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, Transactions",2013.0,6.766425845531911,,,,,,,,,,,,
Brazil,"Recurrent taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes on income, profits, and capital gains, Transactions",2013.0,1.181653687344876,,,,,,,,,,,,
Russian Federation,"Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Sales taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Social contributions, Transactions",2013.0,6.233131902118775,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, payable by corporations a",2013.0,3.208743118936106,,,,,,,,,,,,
Brazil,"Grants receivable, Other general government, Transactions",2013.0,0.0077781542582093,,,,,,,,,,,,
South Africa,"Motor vehicles taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Current grants receivable, International Organizations, Transactions",2013.0,5.334956286261265e-05,,,,,,,,,,,,
Brazil,"Other revenue, Transactions",2013.0,5.082274210965243,,,,,,,,,,,,
Russian Federation,"Current grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,"Other taxes on goods and services, Transactions",2013.0,0.0004513535418601,,,,,,,,,,,,
Sri Lanka,"Other taxes on goods and services, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, payable by individuals, T",2013.0,0.2750646734531448,,,,,,,,,,,,
South Africa,"Capital grants receivable, Other general government, Transactions",2013.0,0.0,,,,,,,,,,,,
Brazil,"Capital grants receivable, Other general government, Transactions",2013.0,0.0011772118977368,,,,,,,,,,,,
Sri Lanka,"Revenue, Transactions",2013.0,11.604595915435,,,,,,,,,,,,
Brazil,"Taxes on property, Transactions",2013.0,0.0146719664955429,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments: capital grants, Transactio",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"General taxes on goods and services, Transactions",2013.0,2.523114910966464,,,,,,,,,,,,
Sri Lanka,"Other social contributions, Transactions",2013.0,0.1523888678146058,,,,,,,,,,,,
South Africa,"Grants receivable, Transactions",2013.0,0.044516761829443,,,,,,,,,,,,
Sri Lanka,"Social contributions, Transactions",2013.0,0.1523888678146058,,,,,,,,,,,,
Sri Lanka,Other taxes on use of goods and on permission to use goods or perform ,2013.0,0.0433008704561805,,,,,,,,,,,,
South Africa,"Turnover and other general taxes on goods and services, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,Other taxes on use of goods and on permission to use goods or perform ,2013.0,0.301136271599747,,,,,,,,,,,,
South Africa,"General taxes on goods and services, Transactions",2013.0,6.38312059312635,,,,,,,,,,,,
South Africa,"Current grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, payable by corporations a",2013.0,1.012729425993546,,,,,,,,,,,,
South Africa,"Sales taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,"Capital grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes, Transactions",2013.0,10.12125706477609,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments: current grants, Transactio",2013.0,0.044516761829443,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Transactions",2013.0,0.0972390900336976,,,,,,,,,,,,
Sri Lanka,"Taxes on exports, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other social contributions: employer contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on goods and services, Transactions",2013.0,5.100484082431863,,,,,,,,,,,,
South Africa,"Taxes on exports, Transactions",2013.0,0.002414439440722,,,,,,,,,,,,
South Africa,"Other social contributions: imputed contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Turnover and other general taxes on goods and services, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Other general governme",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, Transactions",2013.0,2.069399570755424,,,,,,,,,,,,
Sri Lanka,"Other taxes on income, profits, and capital gains, Transactions",2013.0,0.7816054713087331,,,,,,,,,,,,
Sri Lanka,"Recurrent taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,"Other social contributions: employer contributions, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other revenue, Transactions",2013.0,1.171286294862649,,,,,,,,,,,,
Sri Lanka,"Grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments, Transactions",2013.0,0.1595731300542643,,,,,,,,,,,,
Sri Lanka,"Sales taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Financial corporations",2013.0,0.0972390900336976,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, Other general government, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other social contributions: employee contributions, Transactions",2013.0,0.1523888678146058,,,,,,,,,,,,
Sri Lanka,"Motor vehicles taxes, Transactions",2013.0,0.0115285676251384,,,,,,,,,,,,
Sri Lanka,"Other taxes, Transactions",2013.0,1.021372677063388,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Capital grants receivable, International Organizations, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: current grants, Transactio",2013.0,0.0,,,,,,,,,,,,
South Africa,"Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,"Other taxes on international trade and transactions, Transactions",2013.0,0.0118914414998484,,,,,,,,,,,,
South Africa,"Taxes on immovable property, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable, Transactions",2013.0,0.1595731300542643,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: capital grants, Transactio",2013.0,0.1595731300542643,,,,,,,,,,,,
Sri Lanka,"Taxes on financial and capital transactions, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other taxes on international trade and transactions, Transactions",2013.0,0.0,,,,,,,,,,,,
Sri Lanka,"Exchange taxes, Transactions",2013.0,0.0,,,,,,,,,,,,
South Africa,"Tax, property, estate, inheritance, and gift taxes, Transactions",2013.0,0.0313872736298706,,,,,,,,,,,,
India,"Taxes on payroll and workforce, Transactions",2013.0,0.0,,,,,,,,,,,,
